REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2016/09/28 06:00:00,6926.97,47.06,TRADE
NSW1,2016/09/28 06:30:00,7534.42,58.21,TRADE
NSW1,2016/09/28 07:00:00,7899.57,58.16,TRADE
NSW1,2016/09/28 07:30:00,7983.28,39.94,TRADE
NSW1,2016/09/28 08:00:00,8069,48.65,TRADE
NSW1,2016/09/28 08:30:00,8061.92,40.30,TRADE
NSW1,2016/09/28 09:00:00,7934.05,41.81,TRADE
NSW1,2016/09/28 09:30:00,7798.87,38.96,TRADE
NSW1,2016/09/28 10:00:00,7735.59,30.51,TRADE
NSW1,2016/09/28 10:30:00,7638.13,29.71,TRADE
NSW1,2016/09/28 11:00:00,7604.89,30.18,TRADE
NSW1,2016/09/28 11:30:00,7519.02,31.18,TRADE
NSW1,2016/09/28 12:00:00,7475.09,38.49,TRADE
NSW1,2016/09/28 12:30:00,7426.26,33.78,TRADE
NSW1,2016/09/28 13:00:00,7396.14,30.97,TRADE
NSW1,2016/09/28 13:30:00,7391.58,32.91,TRADE
NSW1,2016/09/28 14:00:00,7407.83,31.67,TRADE
NSW1,2016/09/28 14:30:00,7385.92,32.22,TRADE
NSW1,2016/09/28 15:00:00,7426.36,38.87,TRADE
NSW1,2016/09/28 15:30:00,7474.78,42.42,TRADE
NSW1,2016/09/28 16:00:00,7619.05,47.50,TRADE
NSW1,2016/09/28 16:30:00,7697.89,42.37,TRADE
NSW1,2016/09/28 17:00:00,7928.38,58.87,TRADE
NSW1,2016/09/28 17:30:00,8072.55,39.13,TRADE
NSW1,2016/09/28 18:00:00,8361.63,38.99,TRADE
NSW1,2016/09/28 18:30:00,8734.08,54,TRADE
NSW1,2016/09/28 19:00:00,8895.15,59.03,TRADE
NSW1,2016/09/28 19:30:00,8687.38,41.82,TRADE
NSW1,2016/09/28 20:00:00,8506.35,45.14,TRADE
NSW1,2016/09/28 20:30:00,8401.66,42.38,TRADE
NSW1,2016/09/28 21:00:00,8166.22,35.81,TRADE
NSW1,2016/09/28 21:30:00,7981.87,40.16,TRADE
NSW1,2016/09/28 22:00:00,7728.72,33.67,TRADE
NSW1,2016/09/28 22:30:00,7819.87,95.60,TRADE
NSW1,2016/09/28 23:00:00,7657.84,50.89,TRADE
NSW1,2016/09/28 23:30:00,7618.75,53.64,TRADE
NSW1,2016/09/29 00:00:00,7575.17,43.53,TRADE
NSW1,2016/09/29 00:30:00,7364.89,32.07,TRADE
NSW1,2016/09/29 01:00:00,7185.96,30.50,TRADE
NSW1,2016/09/29 01:30:00,6965.91,30.23,TRADE
NSW1,2016/09/29 02:00:00,6747.61,30.10,TRADE
NSW1,2016/09/29 02:30:00,6458.02,28.07,TRADE
NSW1,2016/09/29 03:00:00,6194.06,25.96,TRADE
NSW1,2016/09/29 03:30:00,6015.03,25.96,TRADE
NSW1,2016/09/29 04:00:00,5965.66,24.76,TRADE
NSW1,2016/09/29 04:30:00,5971.76,26.50,TRADE
NSW1,2016/09/29 05:00:00,6080.85,29.62,TRADE
NSW1,2016/09/29 05:30:00,6348.61,28.79,TRADE
NSW1,2016/09/29 06:00:00,6608.71,28.73,TRADE
NSW1,2016/09/29 06:30:00,7129.54,35.49,TRADE
NSW1,2016/09/29 07:00:00,7626.02,41.89,TRADE
NSW1,2016/09/29 07:30:00,7850.56,32.73,TRADE
NSW1,2016/09/29 08:00:00,8256.16,55.13,TRADE
NSW1,2016/09/29 08:30:00,8490.26,82.67,TRADE
NSW1,2016/09/29 09:00:00,8599.35,70.77,TRADE
NSW1,2016/09/29 09:30:00,8625.45,83.45,TRADE
NSW1,2016/09/29 10:00:00,8682.5,57.43,TRADE
NSW1,2016/09/29 10:30:00,8665.82,58.34,TRADE
NSW1,2016/09/29 11:00:00,8531.03,48.64,TRADE
NSW1,2016/09/29 11:30:00,8300.79,47.95,TRADE
NSW1,2016/09/29 12:00:00,8264.67,38.54,TRADE
NSW1,2016/09/29 12:30:00,8170.67,38.48,TRADE
NSW1,2016/09/29 13:00:00,8046.27,35.01,TRADE
NSW1,2016/09/29 13:30:00,7847.86,30.78,TRADE
NSW1,2016/09/29 14:00:00,7911.64,31.50,TRADE
NSW1,2016/09/29 14:30:00,7835.28,31.32,TRADE
NSW1,2016/09/29 15:00:00,7829.72,41.72,TRADE
NSW1,2016/09/29 15:30:00,7860.49,32.19,TRADE
NSW1,2016/09/29 16:00:00,7907.02,45.17,TRADE
NSW1,2016/09/29 16:30:00,7998.44,48.42,TRADE
NSW1,2016/09/29 17:00:00,8070.1,46.24,TRADE
NSW1,2016/09/29 17:30:00,8282.48,42.10,TRADE
NSW1,2016/09/29 18:00:00,8583.18,51.41,TRADE
NSW1,2016/09/29 18:30:00,8985.08,66.92,TRADE
NSW1,2016/09/29 19:00:00,9185.07,61.36,TRADE
NSW1,2016/09/29 19:30:00,9040.72,53.17,TRADE
NSW1,2016/09/29 20:00:00,8935.48,50.87,TRADE
NSW1,2016/09/29 20:30:00,8797.54,54.02,TRADE
NSW1,2016/09/29 21:00:00,8589.73,45.89,TRADE
NSW1,2016/09/29 21:30:00,8328.27,37.10,TRADE
NSW1,2016/09/29 22:00:00,8127.39,34.13,TRADE
NSW1,2016/09/29 22:30:00,8207.69,73.07,TRADE
NSW1,2016/09/29 23:00:00,8011.02,53.53,TRADE
NSW1,2016/09/29 23:30:00,7870.83,51.94,TRADE
NSW1,2016/09/30 00:00:00,7738.62,38.06,TRADE
NSW1,2016/09/30 00:30:00,7586.46,35.33,TRADE
NSW1,2016/09/30 01:00:00,7402.48,31.99,TRADE
NSW1,2016/09/30 01:30:00,7211.04,33.45,TRADE
NSW1,2016/09/30 02:00:00,6971.15,29.41,TRADE
NSW1,2016/09/30 02:30:00,6623.31,27.20,TRADE
NSW1,2016/09/30 03:00:00,6397.92,27.14,TRADE
NSW1,2016/09/30 03:30:00,6253.42,26.86,TRADE
NSW1,2016/09/30 04:00:00,6144.64,25.73,TRADE
NSW1,2016/09/30 04:30:00,6133.92,26.13,TRADE
NSW1,2016/09/30 05:00:00,6218.54,26.80,TRADE
NSW1,2016/09/30 05:30:00,6516.48,29.01,TRADE
NSW1,2016/09/30 06:00:00,6825.3,30.46,TRADE
NSW1,2016/09/30 06:30:00,7341,31.20,TRADE
NSW1,2016/09/30 07:00:00,7694.7,33.99,TRADE
NSW1,2016/09/30 07:30:00,7768.76,30.15,TRADE
NSW1,2016/09/30 08:00:00,8038.68,32.79,TRADE
NSW1,2016/09/30 08:30:00,8189.72,36.10,TRADE
NSW1,2016/09/30 09:00:00,8199.38,36.07,TRADE
NSW1,2016/09/30 09:30:00,8271.31,40.42,TRADE
NSW1,2016/09/30 10:00:00,8272.56,41.65,TRADE
NSW1,2016/09/30 10:30:00,8247.51,41.33,TRADE
NSW1,2016/09/30 11:00:00,8225.35,38.43,TRADE
NSW1,2016/09/30 11:30:00,8051.75,37.14,TRADE
NSW1,2016/09/30 12:00:00,7977.11,35.80,TRADE
NSW1,2016/09/30 12:30:00,7878.56,34.86,TRADE
NSW1,2016/09/30 13:00:00,7837.75,39.69,TRADE
NSW1,2016/09/30 13:30:00,7750.91,34.49,TRADE
NSW1,2016/09/30 14:00:00,7671.2,33.52,TRADE
NSW1,2016/09/30 14:30:00,7623.22,32.77,TRADE
NSW1,2016/09/30 15:00:00,7591.07,30.50,TRADE
NSW1,2016/09/30 15:30:00,7613.07,31.96,TRADE
NSW1,2016/09/30 16:00:00,7727.25,33.33,TRADE
NSW1,2016/09/30 16:30:00,7831.15,33.39,TRADE
NSW1,2016/09/30 17:00:00,8044.11,42.15,TRADE
NSW1,2016/09/30 17:30:00,8289.41,46.19,TRADE
NSW1,2016/09/30 18:00:00,8601.05,51.84,TRADE
NSW1,2016/09/30 18:30:00,8954.2,114.52,TRADE
NSW1,2016/09/30 19:00:00,9079.62,110.12,TRADE
NSW1,2016/09/30 19:30:00,8860.43,60.57,TRADE
NSW1,2016/09/30 20:00:00,8689.64,53.65,TRADE
NSW1,2016/09/30 20:30:00,8563.13,48.52,TRADE
NSW1,2016/09/30 21:00:00,8402.77,44.30,TRADE
NSW1,2016/09/30 21:30:00,8176.49,40.69,TRADE
NSW1,2016/09/30 22:00:00,7959.45,34,TRADE
NSW1,2016/09/30 22:30:00,8090.07,53.58,TRADE
NSW1,2016/09/30 23:00:00,7934.28,45.55,TRADE
NSW1,2016/09/30 23:30:00,7860.78,44.41,TRADE
NSW1,2016/10/01 00:00:00,7771.63,37.79,TRADE
